Address,Value,PreviousValue,InitialValue
0x130caf48,0x2a2a2ae3,0x2a2a2ae3,0x00000000
0x130caf54,0x2ae32a2a,0x2ae32a2a,0x00000000
0x130caf58,0x2a2a2ae3,0x2a2a2ae3,0x00000000
0x130caf5c,0x2a2a2a2a,0x2a2a2a2a,0x00000000
0x130caf60,0xd42ad4bb,0xd42ad4bb,0x00000000
0x130caf64,0xe3e32ad4,0xe3e32ad4,0x00000000
0x130caf68,0x2a2a2ae3,0x2a2a2ae3,0x00000000
0x130caf6c,0x2a2ad42a,0x2a2ad42a,0x00000000
0x130caf70,0x2a2a2a2a,0x2a2a2a2a,0x00000000
0x130caf74,0x2a2ad4d4,0x2a2ad4d4,0x00000000
0x130caf78,0x2a2a2ad4,0x2a2a2ad4,0x00000000
0x130caf7c,0x2a2ad4e3,0x2a2ad4e3,0x00000000
0x130caf88,0xd4d42ad4,0xd4d42ad4,0x00000000
0x130caf8c,0xd4515b52,0xd4515b52,0x00000000
0x130caf90,0x2a2a2ad4,0x2a2a2ad4,0x00000000
0x130caf94,0xd4515b5a,0xd4515b5a,0x00000000
0x130caf98,0xd42a2ae3,0xd42a2ae3,0x00000000
0x130caf9c,0xd42a5b5b,0xd42a5b5b,0x00000000
0x130cafa8,0xe3d4e3e3,0xe3d4e3e3,0x00000000
0x130cafac,0x2ae3e32a,0x2ae3e32a,0x00000000
0x130cafb0,0x2a2a2ad4,0x2a2a2ad4,0x00000000
0x130cafb4,0x2a2a2a2a,0x2a2a2a2a,0x00000000
0x130cafb8,0x2ad4d4d4,0x2ad4d4d4,0x00000000
0x130cafbc,0xe3e3e3e3,0xe3e3e3e3,0x00000000
0x130cafc8,0xd4e3d4d4,0xd4e3d4d4,0x00000000
0x130cafd0,0x2ad42ad4,0x2ad42ad4,0x00000000
0x130cafd4,0x2a2a2ae3,0x2a2a2ae3,0x00000000
0x130cafd8,0xd4e3e3bb,0xd4e3e3bb,0x00000000
0x130cafdc,0x2ae39595,0x2ae39595,0x00000000
0x130cafe8,0xb3e3e3e3,0xb3e3e3e3,0x00000000
0x130cafec,0xd4d42ad4,0xd4d42ad4,0x00000000
0x130caff0,0xd4d4d4e3,0xd4d4d4e3,0x00000000
0x130caff4,0x2ae3e3e3,0x2ae3e3e3,0x00000000
0x130caff8,0x78959578,0x78959578,0x00000000
0x130caffc,0x957893aa,0x957893aa,0x00000000
0x130cb008,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb00c,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb010,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb014,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb018,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb01c,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb028,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb02c,0x5b599292,0x5b599292,0x00000000
0x130cb030,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb034,0x5b492392,0x5b492392,0x00000000
0x130cb038,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb03c,0x5b497fda,0x5b497fda,0x00000000
0x130cb040,0xdada927d,0xdada927d,0x00000000
0x130cb044,0x1f1f1f1f,0x1f1f1f1f,0x00000000
0x130cb048,0x7fdada7d,0x7fdada7d,0x00000000
0x130cb04c,0x1f1f1f1f,0x1f1f1f1f,0x00000000
0x130cb050,0x9292231f,0x9292231f,0x00000000
0x130cb054,0x1f1f1f1f,0x1f1f1f1f,0x00000000
0x130cb058,0x7f7f921f,0x7f7f921f,0x00000000
0x130cb05c,0x1f1f1f1f,0x1f1f1f1f,0x00000000
0x130cb068,0x1f1f1f1f,0x1f1f1f1f,0x00000000
0x130cb06c,0x2fcdc1c1,0x2fcdc1c1,0x00000000
0x130cb070,0x1f1f1f1f,0x1f1f1f1f,0x00000000
0x130cb074,0x31cdc1c1,0x31cdc1c1,0x00000000
0x130cb078,0x1f1f1f1f,0x1f1f1f1f,0x00000000
0x130cb07c,0x31c1c1c1,0x31c1c1c1,0x00000000
0x130cb088,0xc1c1c1c1,0xc1c1c1c1,0x00000000
0x130cb08c,0xc1c1c1c1,0xc1c1c1c1,0x00000000
0x130cb090,0xc1c1c1c1,0xc1c1c1c1,0x00000000
0x130cb094,0xc1c1c1c1,0xc1c1c1c1,0x00000000
0x130cb098,0xc1c1c1cd,0xc1c1c1cd,0x00000000
0x130cb09c,0xcdc1c1c1,0xcdc1c1c1,0x00000000
0x130cb0a8,0xc1c1311f,0xc1c1311f,0x00000000
0x130cb0ac,0x1f1f1f7d,0x1f1f1f7d,0x00000000
0x130cb0b0,0xc1cd2f1f,0xc1cd2f1f,0x00000000
0x130cb0b4,0x1f1f1fb4,0x1f1f1fb4,0x00000000
0x130cb0b8,0xc1cda61f,0xc1cda61f,0x00000000
0x130cb0bc,0x1f1f1f77,0x1f1f1f77,0x00000000
0x130cb0c8,0x485b5b5b,0x485b5b5b,0x00000000
0x130cb0cc,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb0d0,0x505b5b5b,0x505b5b5b,0x00000000
0x130cb0d4,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb0d8,0x585b5b5b,0x585b5b5b,0x00000000
0x130cb0dc,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb0e8,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb0ec,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb0f0,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb0f4,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb0f8,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb0fc,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb108,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb10c,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb110,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb114,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb118,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb11c,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb12c,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb130,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb134,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb138,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb13c,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb14c,0x0c000000,0x0c000000,0x00000000
0x130cb150,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb154,0x0c000000,0x0c000000,0x00000000
0x130cb158,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb15c,0x0c000000,0x0c000000,0x00000000
0x130cb1a8,0x00dc1719,0x00dc1719,0x00000000
0x130cb1f0,0x19191c91,0x19191c91,0x00000000
0x130cb1f4,0x91919191,0x91919191,0x00000000
0x130cb1f8,0x1919191c,0x1919191c,0x00000000
0x130cb1fc,0x7c7c7c7c,0x7c7c7c7c,0x00000000
0x130cb200,0x7cd87c7c,0x7cd87c7c,0x00000000
0x130cb204,0x7cd87c91,0x7cd87c91,0x00000000
0x130cb208,0x7cd8d87c,0x7cd8d87c,0x00000000
0x130cb20c,0xd8d87c7c,0xd8d87c7c,0x00000000
0x130cb210,0x91919191,0x91919191,0x00000000
0x130cb214,0x91919191,0x91919191,0x00000000
0x130cb218,0x7c7c7c7c,0x7c7c7c7c,0x00000000
0x130cb21c,0x7c7c7c7c,0x7c7c7c7c,0x00000000
0x130cb230,0x91919d91,0x91919d91,0x00000000
0x130cb240,0xd8d8d8d8,0xd8d8d8d8,0x00000000
0x130cb244,0x7cd8d87c,0x7cd8d87c,0x00000000
0x130cb248,0xd8d8d8d8,0xd8d8d8d8,0x00000000
0x130cb24c,0xd8d8d8d8,0xd8d8d8d8,0x00000000
0x130cb250,0x91919191,0x91919191,0x00000000
0x130cb25c,0xd8d8d87c,0xd8d8d87c,0x00000000
0x130cb268,0xd8d8d8d8,0xd8d8d8d8,0x00000000
0x130cb26c,0xd8d8d81a,0xd8d8d81a,0x00000000
0x130cb270,0x9191919d,0x9191919d,0x00000000
0x130cb274,0x917c1a19,0x917c1a19,0x00000000
0x130cb278,0x917cd8d8,0x917cd8d8,0x00000000
0x130cb27c,0xd81b1903,0xd81b1903,0x00000000
0x130cb290,0x03000000,0x03000000,0x00000000
0x130cb2a0,0x00dc1017,0x00dc1017,0x00000000
0x130cb2a4,0x19191a1a,0x19191a1a,0x00000000
0x130cb2ac,0x1119191a,0x1119191a,0x00000000
0x130cb2b4,0x11191719,0x11191719,0x00000000
0x130cb2b8,0xdc031217,0xdc031217,0x00000000
0x130cb2bc,0x1202dc12,0x1202dc12,0x00000000
0x130cb2c8,0x1a1a1a1a,0x1a1a1a1a,0x00000000
0x130cb2cc,0x19191702,0x19191702,0x00000000
0x130cb2d0,0x191a1a1a,0x191a1a1a,0x00000000
0x130cb2d8,0x1919191a,0x1919191a,0x00000000
0x130cb2dc,0x1a1a1a19,0x1a1a1a19,0x00000000
0x130cb2f0,0x11dc0000,0x11dc0000,0x00000000
0x130cb2f8,0x19191202,0x19191202,0x00000000
0x130cb34c,0x191a1910,0x191a1910,0x00000000
0x130cb354,0x1a1a1902,0x1a1a1902,0x00000000
0x130cb35c,0x1a1a1902,0x1a1a1902,0x00000000
0x130cb384,0x19190200,0x19190200,0x00000000
0x130cb38c,0x19191700,0x19191700,0x00000000
0x130cb394,0x17191911,0x17191911,0x00000000
0x130cb39c,0x02191919,0x02191919,0x00000000
0x130cb3b8,0x02000000,0x02000000,0x00000000
0x130cb3e0,0x8db8c3b8,0x8db8c3b8,0x00000000
0x130cb3e4,0x1b17dc00,0x1b17dc00,0x00000000
0x130cb3e8,0x8db8b88d,0x8db8b88d,0x00000000
0x130cb3ec,0x1d190200,0x1d190200,0x00000000
0x130cb3f0,0xb8c3b8b8,0xb8c3b8b8,0x00000000
0x130cb3f4,0x85190300,0x85190300,0x00000000
0x130cb3f8,0x85b8b8b8,0x85b8b8b8,0x00000000
0x130cb3fc,0xb8191200,0xb8191200,0x00000000
0x130cb40c,0x95d4d4d4,0x95d4d4d4,0x00000000
0x130cb414,0xec959595,0xec959595,0x00000000
0x130cb41c,0xaae3e3e3,0xaae3e3e3,0x00000000
0x130cb42c,0xbbe69e24,0xbbe69e24,0x00000000
0x130cb430,0x959578ec,0x959578ec,0x00000000
0x130cb434,0xecba7676,0xecba7676,0x00000000
0x130cb438,0xf795e395,0xf795e395,0x00000000
0x130cb43c,0x95e39e9e,0x95e39e9e,0x00000000
0x130cb448,0x9e9e9e9e,0x9e9e9e9e,0x00000000
0x130cb44c,0x9e9e2424,0x9e9e2424,0x00000000
0x130cb450,0x76767676,0x76767676,0x00000000
0x130cb454,0x76767676,0x76767676,0x00000000
0x130cb458,0x9e9e9e9e,0x9e9e9e9e,0x00000000
0x130cb45c,0x9e9e9e9e,0x9e9e9e9e,0x00000000
0x130cb460,0x9e9e9e9e,0x9e9e9e9e,0x00000000
0x130cb464,0x9e9e9e82,0x9e9e9e82,0x00000000
0x130cb468,0x2424249e,0x2424249e,0x00000000
0x130cb46c,0x9e9e9e9e,0x9e9e9e9e,0x00000000
0x130cb470,0x76767676,0x76767676,0x00000000
0x130cb474,0x76767676,0x76767676,0x00000000
0x130cb478,0x9e9e9e9e,0x9e9e9e9e,0x00000000
0x130cb47c,0x9e9e9e9e,0x9e9e9e9e,0x00000000
0x130cb488,0x9e9e9e82,0x9e9e9e82,0x00000000
0x130cb48c,0x828276d5,0x828276d5,0x00000000
0x130cb490,0x76767676,0x76767676,0x00000000
0x130cb494,0x80808026,0x80808026,0x00000000
0x130cb498,0x9e827676,0x9e827676,0x00000000
0x130cb49c,0x76767676,0x76767676,0x00000000
0x130cb4a8,0xedd38484,0xedd38484,0x00000000
0x130cb4ac,0x84968076,0x84968076,0x00000000
0x130cb4b0,0xedededed,0xedededed,0x00000000
0x130cb4b4,0x99f0ebeb,0x99f0ebeb,0x00000000
0x130cb4b8,0x9cedd384,0x9cedd384,0x00000000
0x130cb4bc,0xea767676,0xea767676,0x00000000
0x130cb4c8,0x76767647,0x76767647,0x00000000
0x130cb4cc,0x57575757,0x57575757,0x00000000
0x130cb4d0,0x80808076,0x80808076,0x00000000
0x130cb4d4,0x5857575b,0x5857575b,0x00000000
0x130cb4d8,0x76767676,0x76767676,0x00000000
0x130cb4dc,0x4a5b5b5b,0x4a5b5b5b,0x00000000
0x130cb4e8,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb4f0,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb4f4,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb4f8,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb4fc,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb508,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb50c,0x5b575756,0x5b575756,0x00000000
0x130cb510,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb514,0x5b575756,0x5b575756,0x00000000
0x130cb518,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb51c,0x5b575756,0x5b575756,0x00000000
0x130cb528,0x54424063,0x54424063,0x00000000
0x130cb538,0x544243e0,0x544243e0,0x00000000
0x130cb574,0xe0e0e0e0,0xe0e0e0e0,0x00000000
0x130cb5cc,0x64a16464,0x64a16464,0x00000000
0x130cb5d8,0x64646464,0x64646464,0x00000000
0x130cb5f8,0x64a16464,0x64a16464,0x00000000
0x130cb600,0xa16464a1,0xa16464a1,0x00000000
0x130cb604,0x6464a164,0x6464a164,0x00000000
0x130cb608,0x646464a1,0x646464a1,0x00000000
0x130cb60c,0x64646464,0x64646464,0x00000000
0x130cb614,0xa1a1a1a1,0xa1a1a1a1,0x00000000
0x130cb618,0xa1a1a1a1,0xa1a1a1a1,0x00000000
0x130cb61c,0xa1a1a164,0xa1a1a164,0x00000000
0x130cb694,0xd9d9d986,0xd9d9d986,0x00000000
0x130cb698,0xc9d9d9c9,0xc9d9d9c9,0x00000000
0x130cb69c,0xd9d9d986,0xd9d9d986,0x00000000
0x130cb6a0,0x65656565,0x65656565,0x00000000
0x130cb6a4,0xe5ce76ba,0xe5ce76ba,0x00000000
0x130cb6cc,0xf7f7f3ba,0xf7f7f3ba,0x00000000
0x130cb6d0,0xf7f7f7f7,0xf7f7f7f7,0x00000000
0x130cb6d4,0xf7f7f7f7,0xf7f7f7f7,0x00000000
0x130cb6e0,0xd239ff3e,0xd239ff3e,0x00000000
0x130cb6e4,0xde636565,0xde636565,0x00000000
0x130cb6f8,0xe6e6f7f7,0xe6e6f7f7,0x00000000
0x130cb6fc,0xf7f7f7f7,0xf7f7f7f7,0x00000000
0x130cb710,0xbababaf7,0xbababaf7,0x00000000
0x130cb72c,0x2ee3e3e3,0x2ee3e3e3,0x00000000
0x130cb750,0xe3d4e3e3,0xe3d4e3e3,0x00000000
0x130cb754,0x2a2a2a2a,0x2a2a2a2a,0x00000000
0x130cb758,0x2a2ae3e3,0x2a2ae3e3,0x00000000
0x130cb77c,0x2ae32a2a,0x2ae32a2a,0x00000000
0x130cb7ac,0x2a2a2a2a,0x2a2a2a2a,0x00000000
0x130cb7b0,0x5ae3d4e3,0x5ae3d4e3,0x00000000
0x130cb7d4,0xf7ec9595,0xf7ec9595,0x00000000
0x130cb7d8,0xd4d4bbe3,0xd4d4bbe3,0x00000000
0x130cb7dc,0xe3bbe3e3,0xe3bbe3e3,0x00000000
0x130cb818,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb82c,0x5bda9292,0x5bda9292,0x00000000
0x130cb830,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb834,0x5adadada,0x5adadada,0x00000000
0x130cb858,0xdada7d1f,0xdada7d1f,0x00000000
0x130cb85c,0x1f1f1f1f,0x1f1f1f1f,0x00000000
0x130cb888,0xcdcdcdc1,0xcdcdcdc1,0x00000000
0x130cb88c,0xc1c1c1c1,0xc1c1c1c1,0x00000000
0x130cb8b0,0xc1311f1f,0xc1311f1f,0x00000000
0x130cb8b4,0x1f1ff555,0x1f1ff555,0x00000000
0x130cb8b8,0xc1311f1f,0xc1311f1f,0x00000000
0x130cb8dc,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb8fc,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cb910,0x5b5b5b5b,0x5b5b5b5b,0x00000000
0x130cbafc,0x1a1a1a19,0x1a1a1a19,0x00000000
0x130cbb10,0x17020000,0x17020000,0x00000000
0x130cbb5c,0x19190200,0x19190200,0x00000000
0x130cbba8,0x19030000,0x19030000,0x00000000
0x130cbbb0,0x1919dc00,0x1919dc00,0x00000000
0x130cbbb8,0x19191100,0x19191100,0x00000000
0x130cbbe0,0x1d8db8b8,0x1d8db8b8,0x00000000
0x130cbbe4,0xb81a1700,0xb81a1700,0x00000000
0x130cbbe8,0x1ab8c3c3,0x1ab8c3c3,0x00000000
0x130cbbec,0xc31b1902,0xc31b1902,0x00000000
0x130cbbf0,0x19b8b8c3,0x19b8b8c3,0x00000000
0x130cbbf4,0xb8f21903,0xb8f21903,0x00000000
0x130cbbf8,0x19f2b89d,0x19f2b89d,0x00000000
0x130cbbfc,0xb8b81912,0xb8b81912,0x00000000
0x130cbc0c,0xdbec78ec,0xdbec78ec,0x00000000
0x130cbc14,0x0495e3e3,0x0495e3e3,0x00000000
0x130cbc1c,0xfe95e395,0xfe95e395,0x00000000
0x130cbc2c,0xaa957676,0xaa957676,0x00000000
0x130cbc34,0xd4e39e9e,0xd4e39e9e,0x00000000
0x130cbc38,0xe3d4e32a,0xe3d4e32a,0x00000000
0x130cbc3c,0x2ae39e9e,0x2ae39e9e,0x00000000
0x130cbc6c,0x76767676,0x76767676,0x00000000
0x130cbc74,0x9e9e9e9e,0x9e9e9e9e,0x00000000
0x130cbc78,0x9e9e9e9e,0x9e9e9e9e,0x00000000
0x130cbc7c,0x9e9e9e9e,0x9e9e9e9e,0x00000000
0x130d198c,0x96969696,0x96969696,0x00000000
0x130d1990,0x96969696,0x96969696,0x00000000
0x130d1994,0x96969696,0x96969696,0x00000000
0x130d1998,0x39969696,0x39969696,0x00000000
0x130d199c,0x96969696,0x96969696,0x00000000
0x130d19b0,0x9696a604,0x9696a604,0x00000000
0x130d19b8,0x96969630,0x96969630,0x00000000
0x130d19bc,0x09000000,0x09000000,0x00000000
0x130d1ab4,0x00023f40,0x00023f40,0x00000000
0x130d1abc,0x00023f40,0x00023f40,0x00000000
0x130d1ad0,0x403f0200,0x403f0200,0x00000000
0x130d1ad8,0x403f0200,0x403f0200,0x00000000
0x130d1d88,0x0005a596,0x0005a596,0x00000000
0x130d1d8c,0x96969696,0x96969696,0x00000000
0x130d1d94,0x3e969696,0x3e969696,0x00000000
0x130d1d9c,0x193b9696,0x193b9696,0x00000000
0x130d1da8,0x96969696,0x96969696,0x00000000
0x130d1dac,0x96aa1000,0x96aa1000,0x00000000
0x130d1db0,0x96969696,0x96969696,0x00000000
0x130d1db4,0x96965476,0x96965476,0x00000000
0x130d1db8,0x96969696,0x96969696,0x00000000
0x130d1dbc,0x9696963c,0x9696963c,0x00000000
0x130d1dd8,0x18000000,0x18000000,0x00000000
0x130d1ea4,0x00023f40,0x00023f40,0x00000000
0x130d1eac,0x00023f40,0x00023f40,0x00000000
0x130d1eb4,0x00023f40,0x00023f40,0x00000000
0x130d1ebc,0x00023f40,0x00023f40,0x00000000
0x130d1ec8,0x403f0200,0x403f0200,0x00000000
0x130d1ed0,0x403f0200,0x403f0200,0x00000000
0x130d1ed8,0x403f0200,0x403f0200,0x00000000
0x130d22ac,0x00023f40,0x00023f40,0x00000000
0x130d22bc,0x00023f40,0x00023f40,0x00000000
0x130d22d0,0x403f0200,0x403f0200,0x00000000
0x130d22d8,0x403f0200,0x403f0200,0x00000000
0x130d25c4,0x962a5800,0x962a5800,0x00000000
0x130d26a4,0x00023f40,0x00023f40,0x00000000
0x130d32ac,0x00023f40,0x00023f40,0x00000000
0x130d32b4,0x00023f40,0x00023f40,0x00000000
0x130d32d0,0x403f0200,0x403f0200,0x00000000
0x130d32d8,0x403f0200,0x403f0200,0x00000000
0x130d5ebc,0x00023f40,0x00023f40,0x00000000
0x130d7280,0x3c969696,0x3c969696,0x00000000
0x130d7284,0x96969696,0x96969696,0x00000000
0x130d7288,0x7f969696,0x7f969696,0x00000000
0x130d7688,0x59389696,0x59389696,0x00000000
0x130d7698,0x00269696,0x00269696,0x00000000
0x130d76a8,0x96760000,0x96760000,0x00000000
0x130d76d8,0x403f0200,0x403f0200,0x00000000
0x130d7ab0,0x96940a00,0x96940a00,0x00000000
0x130d7ad0,0x403f0200,0x403f0200,0x00000000
0x130d7ed8,0x403f0200,0x403f0200,0x00000000
0x130d86b0,0x96963a5a,0x96963a5a,0x00000000
0x130d92a8,0x96962800,0x96962800,0x00000000
0x130d92ac,0x00023f40,0x00023f40,0x00000000
0x130da298,0x96969696,0x96969696,0x00000000
0x130da2b4,0x00023f40,0x00023f40,0x00000000
0x130da6d8,0x403f0200,0x403f0200,0x00000000
0x130daa6c,0x6e4f9696,0x6e4f9696,0x00000000
0x130daa7c,0xa0969696,0xa0969696,0x00000000
0x130daa88,0x96969696,0x96969696,0x00000000
0x130daa8c,0x962a0000,0x962a0000,0x00000000
0x130daa90,0x96969696,0x96969696,0x00000000
0x130daa9c,0x3b080000,0x3b080000,0x00000000
0x130daaa4,0x00023f40,0x00023f40,0x00000000
0x130daaac,0x00023f40,0x00023f40,0x00000000
0x130daab4,0x00023f40,0x00023f40,0x00000000
0x130daabc,0x00023f40,0x00023f40,0x00000000
0x130db66c,0x96969696,0x96969696,0x00000000
0x130db670,0x55969696,0x55969696,0x00000000
0x130db674,0x96969696,0x96969696,0x00000000
0x130db678,0x96969696,0x96969696,0x00000000
0x130db67c,0x9696963e,0x9696963e,0x00000000
0x130db690,0x326d0000,0x326d0000,0x00000000
0x130db698,0x13000000,0x13000000,0x00000000
0x130db6ac,0x00023f40,0x00023f40,0x00000000
0x130db6b4,0x00023f40,0x00023f40,0x00000000
0x130db6bc,0x00023f40,0x00023f40,0x00000000
0x130db6d0,0x403f0200,0x403f0200,0x00000000
0x130db6d8,0x403f0200,0x403f0200,0x00000000
0x130dba4c,0x00422d96,0x00422d96,0x00000000
0x130dba54,0x00139696,0x00139696,0x00000000
0x130dba5c,0x01689696,0x01689696,0x00000000
0x130dba68,0x96969696,0x96969696,0x00000000
0x130dba6c,0x96963e74,0x96963e74,0x00000000
0x130dba70,0x96969696,0x96969696,0x00000000
0x130dba74,0x96962b6e,0x96962b6e,0x00000000
0x130dba78,0x96969696,0x96969696,0x00000000
0x130dba7c,0x96ac0d00,0x96ac0d00,0x00000000
0x130dbaac,0x00023f40,0x00023f40,0x00000000
0x130dbab4,0x00023f40,0x00023f40,0x00000000
0x130dbabc,0x00023f40,0x00023f40,0x00000000
0x130dbad0,0x403f0200,0x403f0200,0x00000000
0x130dbad8,0x403f0200,0x403f0200,0x00000000
0x130dbe5c,0x96969696,0x96969696,0x00000000
0x130dbe68,0x96969696,0x96969696,0x00000000
0x130dbe70,0x96969696,0x96969696,0x00000000
0x130dbe74,0x63000000,0x63000000,0x00000000
0x130dbe78,0x9696963a,0x9696963a,0x00000000
0x130dbe7c,0x08000000,0x08000000,0x00000000
0x130dbeac,0x00023f40,0x00023f40,0x00000000
0x130dbebc,0x00023f40,0x00023f40,0x00000000
0x130dbec0,0x403f0200,0x403f0200,0x00000000
0x130dbec8,0x403f0200,0x403f0200,0x00000000
0x130dbed0,0x403f0200,0x403f0200,0x00000000
0x130dc248,0x0006aa96,0x0006aa96,0x00000000
0x130dc24c,0x96969696,0x96969696,0x00000000
0x130dc258,0x0e3d9696,0x0e3d9696,0x00000000
0x130dc25c,0x96969696,0x96969696,0x00000000
0x130dc260,0x96969620,0x96969620,0x00000000
0x130dc268,0x96963806,0x96963806,0x00000000
0x130dc270,0x96968a00,0x96968a00,0x00000000
0x130dc2c8,0x403f0200,0x403f0200,0x00000000
0x130dc2d0,0x403f0200,0x403f0200,0x00000000
0x130dcec8,0x403f0200,0x403f0200,0x00000000
0x130dced8,0x403f0200,0x403f0200,0x00000000
0x130dd6a4,0x00023f40,0x00023f40,0x00000000
0x130ddaa4,0x00023f40,0x00023f40,0x00000000
0x130dde10,0x69969696,0x69969696,0x00000000
0x130dde14,0x96969696,0x96969696,0x00000000
0x130dde18,0x96969696,0x96969696,0x00000000
0x130dde1c,0x96969696,0x96969696,0x00000000
0x130dde28,0x96945a00,0x96945a00,0x00000000
0x130dde30,0x96780000,0x96780000,0x00000000
0x130dde38,0x30010000,0x30010000,0x00000000
0x130df6d0,0x403f0200,0x403f0200,0x00000000
0x130e0998,0x96969696,0x96969696,0x00000000
0x130e09b0,0x87000000,0x87000000,0x00000000
0x130e0d7c,0x96969696,0x96969696,0x00000000
0x130e0ed0,0x403f0200,0x403f0200,0x00000000
0x130e7c94,0x7f010000,0x7f010000,0x00000000
0x130f5f98,0x8c518430,0x8c518430,0x00000000
0x131022c0,0xab16abab,0xab16abab,0x00000000
0x1310242c,0x2a2a2a2a,0x2a2a2a2a,0x00000000
0x131025d8,0x9d0b0b0b,0x9d0b0b0b,0x00000000
0x13102654,0x99999999,0x99999999,0x00000000
0x131028e8,0xf5f5f5f5,0xf5f5f5f5,0x00000000
0x131028fc,0xf5ecf5f5,0xf5ecf5f5,0x00000000
0x1310296c,0x75e2ecec,0x75e2ecec,0x00000000
0x13102980,0xec7ef3ec,0xec7ef3ec,0x00000000
0x131029ec,0xf3f33c95,0xf3f33c95,0x00000000
0x13102a54,0x16161616,0x16161616,0x00000000
0x13102a90,0x161616ab,0x161616ab,0x00000000
0x13102ab0,0x16ab1616,0x16ab1616,0x00000000
0x13102b2c,0x1615d9d9,0x1615d9d9,0x00000000
0x13102b58,0x15151515,0x15151515,0x00000000
0x13102b84,0x1515d9d9,0x1515d9d9,0x00000000
0x13102bcc,0x2a2a2a2a,0x2a2a2a2a,0x00000000
0x13102c34,0x2a2a2a2a,0x2a2a2a2a,0x00000000
0x13102c6c,0x2a2a2a2a,0x2a2a2a2a,0x00000000
0x13102edc,0x8d990b99,0x8d990b99,0x00000000
0x131042ec,0xb3b3b6b6,0xb3b3b6b6,0x00000000
0x13104344,0xb3b3b6b6,0xb3b3b6b6,0x00000000
0x13104390,0xd3777777,0xd3777777,0x00000000
0x131043fc,0x2a2a2a2a,0x2a2a2a2a,0x00000000
0x13104718,0x0b0b8d0b,0x0b0b8d0b,0x00000000
0x131047dc,0xa5a5a5a5,0xa5a5a5a5,0x00000000
0x131047f8,0xa5a5a5a5,0xa5a5a5a5,0x00000000
0x131047fc,0xa5a5a5a5,0xa5a5a5a5,0x00000000
0x13104810,0xa5ed8aed,0xa5ed8aed,0x00000000
0x131049f0,0x8686d4cd,0x8686d4cd,0x00000000
0x13104a1c,0x16161616,0x16161616,0x00000000
0x13104a4c,0x16ab1616,0x16ab1616,0x00000000
0x13104a58,0x16161616,0x16161616,0x00000000
0x13104d30,0x9d9d9d9d,0x9d9d9d9d,0x00000000
0x13104e70,0x0b0b0b0b,0x0b0b0b0b,0x00000000
0x13104e94,0x0b0b0b0b,0x0b0b0b0b,0x00000000
0x13104e98,0x0b0b0b0b,0x0b0b0b0b,0x00000000
0x1310541c,0x2a2a2a28,0x2a2a2a28,0x00000000
0x13105728,0x8d8d8d8d,0x8d8d8d8d,0x00000000
